age,city,email,gender,mixed breed,organization_id,pet_id,phone,photo1,photo2,photo3,postcode,primary breed,secondary breed,size,state,type,url
Baby,Barnesville,dollyadoptions@gmail.com,Female,True,GA620,44003328,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44003328/1/?bust=1553273240,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44003328/2/?bust=1553273256,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44003328/3/?bust=1553273283,30204,Pug,Mixed Breed,Medium,GA,Dog,https://www.petfinder.com/dog/una-44003328/ga/barnesville/dolly-goodpuppy-society-inc-ga620/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Atwater,friends@lasthopecatkingdom.org,Male,True,CA840,44002281,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44002281/1/?bust=1550015498,,,95301,Pug,Terrier,Medium,CA,Dog,https://www.petfinder.com/dog/sam-winchester-44002281/ca/atwater/last-hope-cat-kingdom-ca840/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Female,False,CA2386,44000385,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44000385/1/?bust=1553287044,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44000385/2/?bust=1553287069,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44000385/3/?bust=1553287096,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/kandy-44000385/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Waynesboro,ahsinc@pa.net,Male,True,PA109,43999891,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999891/1/?bust=1553155991,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999891/2/?bust=1553156004,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999891/3/?bust=1553156012,17268,Pug,Labrador Retriever,Medium,PA,Dog,https://www.petfinder.com/dog/raiden-43999891/pa/waynesboro/antietam-humane-society-inc-pa109/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Huntley,info@animalhouseshelter.com,Male,True,IL192,43999087,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999087/1/?bust=1549992072,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999087/2/?bust=1549992085,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43999087/3/?bust=1549992087,60142,Pug,Dachshund,Small,IL,Dog,https://www.petfinder.com/dog/rascal-43999087/il/huntley/animal-house-shelter-il192/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Alvin,info@pughearts.com,Male,False,TX1084,43995917,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995917/2/?bust=1549938926,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995917/1/?bust=1549938911,,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/beans-43995917/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Male,True,TX1084,43995897,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995897/4/?bust=1549938539,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995897/1/?bust=1549938532,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995897/2/?bust=1549938535,77512,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/bandit-43995897/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Female,False,TX1084,43995201,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995201/5/?bust=1549936129,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995201/1/?bust=1549936120,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43995201/2/?bust=1549936123,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/ally-43995201/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Louisville,adoptions@shamrockpets.com,Female,True,KY105,43990490,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43990490/1/?bust=1549887424,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43990490/2/?bust=1549887438,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43990490/3/?bust=1549887456,40224,Pug,Terrier,Small,KY,Dog,https://www.petfinder.com/dog/tinker-43990490/ky/louisville/shamrock-pet-foundation-inc-ky105/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Alvin,info@pughearts.com,Female,False,TX1084,43988731,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988731/2/?bust=1549852149,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988731/1/?bust=1549852146,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988731/3/?bust=1549852151,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/zelda-43988731/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Alvin,info@pughearts.com,Female,False,TX1084,43988360,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988360/2/?bust=1549850764,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988360/1/?bust=1549850761,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988360/3/?bust=1549850765,77512,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/viola-43988360/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,New York,info@rescuedogsrocknyc.org,Male,True,NY1274,43988453,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988453/1/?bust=1552463278,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988453/2/?bust=1552463283,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988453/3/?bust=1552463287,10075,Pug,Rat Terrier,Small,NY,Dog,https://www.petfinder.com/dog/linus-43988453/ny/new-york/rescue-dogs-rock-nyc-ny1274/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Alvin,info@pughearts.com,Male,True,TX1084,43988062,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988062/2/?bust=1549849475,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988062/1/?bust=1549849473,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43988062/3/?bust=1549849477,77512,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/toby-43988062/tx/alvin/pughearts-the-houston-pug-rescue-tx1084/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Philadelphia,snortrescue@yahoo.com,Male,False,NJ674,43987662,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43987662/1/?bust=1549848180,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43987662/2/?bust=1549847757,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43987662/3/?bust=1549847759,19099,Pug,,Small,PA,Dog,https://www.petfinder.com/dog/buckwheat-43987662/pa/philadelphia/snort-short-noses-only-rescue-team-nj674/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Dunkirk,lakeshorehumanesociety@yahoo.com,Male,True,NY1205,43985697,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43985697/2/?bust=1551885212,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43985697/1/?bust=1549819910,,14048,Pug,,Small,NY,Dog,https://www.petfinder.com/dog/jack-43985697/ny/dunkirk/the-lakeshore-humane-society-ny1205/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fort Mill,contact@humanesocietyofyorkcounty.org,Male,True,SC76,43984368,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43984368/1/?bust=1553206690,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43984368/2/?bust=1553206712,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43984368/3/?bust=1553206775,29715,Pug,,Small,SC,Dog,https://www.petfinder.com/dog/duke-43984368/sc/fort-mill/humane-society-of-york-county-sc76/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Spring,tinypaws26@aol.com,Female,True,TX1388,43979219,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43979219/1/?bust=1549754483,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43979219/2/?bust=1549754519,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43979219/3/?bust=1549754552,77393,Pug,Chihuahua,Small,TX,Dog,https://www.petfinder.com/dog/gigi-43979219/tx/spring/tiny-paws-and-chi-rescue-tx1388/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Monticello,atlantacanine@bellsouth.net,Female,True,GA244,43978169,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43978169/2/?bust=1550197591,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43978169/1/?bust=1549731727,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43978169/3/?bust=1549731845,31064,Pug,Spaniel,Medium,GA,Dog,https://www.petfinder.com/dog/pitzi-43978169/ga/monticello/atlanta-canine-adoption-project-ga244/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Overland Park,luvforpugs@aol.com,Male,False,KS65,43973231,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43973231/1/?bust=1549676671,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43973231/2/?bust=1549676692,,66213,Pug,,Small,KS,Dog,https://www.petfinder.com/dog/bonnie-and-clyde-43973231/ks/overland-park/midwest-pug-rescue-ks65/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,St. Joseph,humanesocietyofswmichigan@gmail.com,Male,True,MI354,43972621,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43972621/1/?bust=1549661672,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43972621/2/?bust=1549661682,,49085,Pug,Beagle,Medium,MI,Dog,https://www.petfinder.com/dog/chip-43972621/mi/st-joseph/humane-society-of-southwestern-michigan-mi354/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,St. Joseph,humanesocietyofswmichigan@gmail.com,Male,True,MI354,43972214,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43972214/1/?bust=1549655759,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43972214/2/?bust=1549655772,,49085,Pug,Beagle,Small,MI,Dog,https://www.petfinder.com/dog/luke-43972214/mi/st-joseph/humane-society-of-southwestern-michigan-mi354/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Mississauga,,Male,True,ON107,43965800,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43965800/2/?bust=1549601737,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43965800/1/?bust=1549601730,,L5C 2M1,Pug,Terrier,Small,ON,Dog,https://www.petfinder.com/dog/ladybug-43965800/on/mississauga/mississauga-humane-society-on107/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Overland Park,luvforpugs@aol.com,Male,True,KS65,43965630,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43965630/1/?bust=1549596894,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43965630/2/?bust=1549596908,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43965630/3/?bust=1549596923,66213,Pug,Chihuahua,Small,KS,Dog,https://www.petfinder.com/dog/sammy-43965630/ks/overland-park/midwest-pug-rescue-ks65/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Gardena,gwenn@pugnationla.org,Male,False,CA2386,43962815,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43962815/1/?bust=1553287050,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43962815/2/?bust=1553287081,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43962815/3/?bust=1553287100,90248,Pug,,Small,CA,Dog,https://www.petfinder.com/dog/babar-43962815/ca/gardena/pug-nation-rescue-of-la-ca2386/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Albany,info@homewardbounddogrescue.com,Male,True,NY480,43961638,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43961638/2/?bust=1549828783,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43961638/1/?bust=1549548628,,12205,Pug,Chihuahua,Small,NY,Dog,https://www.petfinder.com/dog/mikey-43961638/ny/albany/homeward-bound-dog-rescue-of-ny-ny480/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Pelham,socialmedia@pugrescueofnewengland.org,Male,False,MA333,43955358,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43955358/1/?bust=1551274785,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43955358/2/?bust=1551274787,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43955358/3/?bust=1551274790,01002,Pug,,Medium,MA,Dog,https://www.petfinder.com/dog/brutus-43955358/ma/pelham/pug-rescue-of-new-england-ma333/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Fresno,info@animalcompassionteam.com,Female,True,CA1640,43949972,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43949972/1/?bust=1552158270,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43949972/2/?bust=1552158322,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43949972/3/?bust=1552158365,93725,Pug,Chihuahua,Small,CA,Dog,https://www.petfinder.com/dog/roxy-43949972/ca/fresno/animal-compassion-team-of-california-ca1640/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,DuQuoin,pchsinfo@yahoo.com,Female,True,IL219,43944531,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43944531/5/?bust=1551568444,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43944531/2/?bust=1549384236,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43944531/3/?bust=1549384246,62832,Pug,,Small,IL,Dog,https://www.petfinder.com/dog/ruby-43944531/il/duquoin/perry-county-humane-society-il219/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Woodsfield,monroepound@gmail.com,Male,True,OH283,43943588,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43943588/1/?bust=1549378899,,,43793,Pug,Beagle,Small,OH,Dog,https://www.petfinder.com/dog/rocket-43943588/oh/woodsfield/monroe-county-dog-pound-oh283/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Austin,info@pugrescueaustin.com,Female,False,TX1331,43940907,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940907/4/?bust=1551673707,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940907/1/?bust=1549334018,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940907/2/?bust=1549334022,78717,Pug,,Small,TX,Dog,https://www.petfinder.com/dog/bella-rose-43940907/tx/austin/pug-rescue-of-austin-tx1331/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Austin,info@pugrescueaustin.com,Female,True,TX1331,43940838,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940838/2/?bust=1549333021,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940838/1/?bust=1549333018,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43940838/3/?bust=1549333299,78717,Pug,Terrier,Small,TX,Dog,https://www.petfinder.com/dog/bonnie-and-clyde-bonded-pair-43940838/tx/austin/pug-rescue-of-austin-tx1331/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,McKinney,contact@LegacyHumaneSociety.org,Female,True,TX1174,43939784,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939784/1/?bust=1549340551,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939784/2/?bust=1549340560,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939784/3/?bust=1549340567,75070,Pug,Beagle,Medium,TX,Dog,https://www.petfinder.com/dog/valerie-43939784/tx/mckinney/legacy-humane-society-tx1174/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,McKinney,contact@LegacyHumaneSociety.org,Female,True,TX1174,43939783,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939783/1/?bust=1549340553,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939783/2/?bust=1549340561,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43939783/3/?bust=1549340568,75070,Pug,Beagle,Medium,TX,Dog,https://www.petfinder.com/dog/lexie-43939783/tx/mckinney/legacy-humane-society-tx1174/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Charlestown,,Male,True,RI18,43937144,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43937144/2/?bust=1549304313,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43937144/1/?bust=1549304297,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43937144/3/?bust=1549304324,02813,Pug,Beagle,Small,RI,Dog,https://www.petfinder.com/dog/seagan-43937144/ri/charlestown/charlestown-animal-shelter-ri18/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Windermere,pugrescueofflorida@gmail.com,Female,False,FL669,43931371,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43931371/1/?bust=1549227697,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43931371/2/?bust=1549227711,,34786,Pug,,Small,FL,Dog,https://www.petfinder.com/dog/layla-grace-43931371/fl/windermere/pug-rescue-of-florida-inc-fl669/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,White Plains,courtney@snarrnortheast.org,Male,True,NY1298,43927295,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43927295/3/?bust=1549157694,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43927295/1/?bust=1549157675,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43927295/2/?bust=1549157685,10602,Pug,Labrador Retriever,Medium,NY,Dog,https://www.petfinder.com/dog/muzzy-43927295/ny/white-plains/snarr-northeast-ny1298/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Lebanon,christinebeccashiller@gmail.com,Male,True,SC408,43927145,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43927145/1/?bust=1549153362,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43927145/4/?bust=1549153388,,06249,Pug,Chihuahua,Small,CT,Dog,https://www.petfinder.com/dog/bruno-43927145/ct/lebanon/soft-landings-rescue-sc408/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Senior,Virginia Beach,cathleen@pugrescuenc.org,Male,False,VA473,43921940,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921940/1/?bust=1549122299,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921940/2/?bust=1549122312,,23450,Pug,,Small,VA,Dog,https://www.petfinder.com/dog/elvis-43921940/va/virginia-beach/pug-rescue-of-nc-va473/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Virginia Beach,cathleen@pugrescuenc.org,Female,False,VA473,43921933,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921933/1/?bust=1549122165,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921933/2/?bust=1549122434,,23450,Pug,,Small,VA,Dog,https://www.petfinder.com/dog/abby-43921933/va/virginia-beach/pug-rescue-of-nc-va473/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Phoenix,rhar4all@yahoo.com,Male,True,AZ168,43921333,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921333/1/?bust=1552535750,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921333/2/?bust=1552535755,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43921333/3/?bust=1549281286,85017,Pug,Beagle,Small,AZ,Dog,https://www.petfinder.com/dog/wheezy-43921333/az/phoenix/robin-hood-animal-rescue-az168/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Barnesville,dollyadoptions@gmail.com,Female,True,GA620,43917918,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917918/1/?bust=1553273240,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917918/2/?bust=1553273262,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917918/3/?bust=1553273279,30204,Pug,Mixed Breed,Medium,GA,Dog,https://www.petfinder.com/dog/miwok-43917918/ga/barnesville/dolly-goodpuppy-society-inc-ga620/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Barnesville,dollyadoptions@gmail.com,Male,True,GA620,43917915,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917915/1/?bust=1553273241,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917915/2/?bust=1553273265,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917915/3/?bust=1553273291,30204,Pug,Mixed Breed,Medium,GA,Dog,https://www.petfinder.com/dog/makwa-43917915/ga/barnesville/dolly-goodpuppy-society-inc-ga620/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Irvine,socalpomrescue@coapc.com,Male,True,CA1506,43917684,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917684/1/?bust=1549109364,,,92604,Pug,Pomeranian,Small,CA,Dog,https://www.petfinder.com/dog/louie-43917684/ca/irvine/southern-california-pomeranian-rescue-ca1506/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Greensboro,spca@triadspca.org,Male,True,NC121,43917296,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43917296/1/?bust=1549073614,,,27404,Pug,Chihuahua,Medium,NC,Dog,https://www.petfinder.com/dog/rocky-43917296/nc/greensboro/spca-of-the-triad-inc-nc121/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Baby,Phoenix,arfanagerescue@gmail.com,Female,True,AZ581,43914392,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43914392/1/?bust=1549046095,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43914392/2/?bust=1549046099,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43914392/3/?bust=1549046101,85027,Pug,,Small,AZ,Dog,https://www.petfinder.com/dog/hattie-43914392/az/phoenix/arf-anage-dog-rescue-az581/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Louisville,bprpetfinder@gmail.com,Female,False,KY468,43898238,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898238/1/?bust=1548869578,,,40243,Pug,,Small,KY,Dog,https://www.petfinder.com/dog/rosie-43898238/ky/louisville/bluegrass-pug-rescue-inc-ky468/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Louisville,bprpetfinder@gmail.com,Female,False,KY468,43898172,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898172/1/?bust=1548868705,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898172/2/?bust=1548868710,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898172/3/?bust=1548868712,40243,Pug,,Small,KY,Dog,https://www.petfinder.com/dog/tia-43898172/ky/louisville/bluegrass-pug-rescue-inc-ky468/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Louisville,bprpetfinder@gmail.com,Male,True,KY468,43898157,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898157/1/?bust=1548868499,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43898157/2/?bust=1548868507,,40243,Pug,Chihuahua,Small,KY,Dog,https://www.petfinder.com/dog/scuttles-43898157/ky/louisville/bluegrass-pug-rescue-inc-ky468/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Sylmar,sarah@littleangelsproject.org,Female,False,CA2357,43887426,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43887426/1/?bust=1552544118,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43887426/2/?bust=1552544121,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43887426/3/?bust=1552544140,91342,Pug,,Medium,CA,Dog,https://www.petfinder.com/dog/rosie-a1834783-43887426/ca/sylmar/designer-dog-rescue-ca2357/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Thomasville,pets@rose.net,Female,True,GA133,43885883,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43885883/1/?bust=1548752371,,,31757,Pug,Chihuahua,Small,GA,Dog,https://www.petfinder.com/dog/sidney-43885883/ga/thomasville/thomasville-thomas-county-humane-society-ga133/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Young,Langley,dogs.laldr@gmail.com,Male,True,BC254,43883659,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43883659/1/?bust=1548718763,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43883659/2/?bust=1548718792,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43883659/3/?bust=1548718805,V4W 1M6,Pug,Beagle,Medium,BC,Dog,https://www.petfinder.com/dog/dooby-pending-43883659/bc/langley/loved-at-last-dog-rescue-bc254/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Catlett,carlacck@aol.com,Male,True,VA169,43876408,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43876408/1/?bust=1548621690,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43876408/2/?bust=1548621694,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43876408/3/?bust=1548621696,20119,Pug,Pomeranian,Small,VA,Dog,https://www.petfinder.com/dog/bandit-and-rocky-43876408/va/catlett/country-club-kennels-the-chance-foundation-va169/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Canoga Park,admin@petadoptionfund.org,Male,True,CA404,43872503,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43872503/5/?bust=1548781012,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43872503/1/?bust=1548657398,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43872503/2/?bust=1548657399,91303,Pug,French Bulldog,Small,CA,Dog,https://www.petfinder.com/dog/brant-43872503/ca/canoga-park/pet-adoption-fund-ca404/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,Oak Ridge,njwoof@cs.com,Female,True,NJ113,43869728,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43869728/2/?bust=1551747649,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43869728/1/?bust=1548530847,,07438,Pug,Chihuahua,Small,NJ,Dog,https://www.petfinder.com/dog/princess-kimmie-43869728/nj/oak-ridge/second-chance-pet-adoption-league-nj113/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
Adult,McDonough,carolkelly0000@aol.com,Male,True,GA450,43844131,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43844131/1/?bust=1548274883,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/43844131/2/?bust=1548274894,,30253,Pug,,Small,GA,Dog,https://www.petfinder.com/dog/antwon-43844131/ga/mcdonough/praying-for-paws-inc-ga450/?referrer_id=ef895500-ba67-4baa-b148-82876a211ebb
